Dates,Account name,Customer ID,Campaign,Campaign bid strategy,Currency code,Cost,Impr.,Search impr. share,Search lost IS (budget),Search lost IS (rank),Clicks,Click share,Phone calls,Conversions,Cost / conv.,Avg. target CPA,Marchex Landing Page Calls,Marchex Landing Page Calls,Marchex Landing Page Calls,Marchex Landing Page Calls,Marchex Landing Page Calls,Reservation Confirmation (Google Pixel),Reservation Confirmation (Google Pixel),Reservation Confirmation (Google Pixel),Reservation Confirmation (Google Pixel),Reservation Confirmation (Google Pixel),Total Available Impr.,Lost to Budget,Lost to Rank,LP Calls,Web Reservations,Calls,Resv.,Main Conversions,tCPA,Brand,Engine,Camp Type,Category,Category 1,Category 2,Region,Category 3
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB SERVICE_NEW YORK - WEST CENTRAL_BRAKES,MAVIS - New York - West Central - Maximize Conversions - Non-Brand - Brakes,USD,1083.43,4451,0.2789,0.0187,0.7024,375,0.3604,50,100.17,10.82,0,0,0,12,0,0,0,0,33.67,0,0,15959,298.43330000000003,11209.6016,12,33.67,62,34,96,7.65,MAVIS,G,SEM,NB BRAKES,NB SERVICE,BRAKES,NEW YORK - WEST CENTRAL,BRAKES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB STATE INSPECTION_NEW YORK - LONG ISLAND_STATE INSPECTION,MAVIS - New York - Long Island - Maximize Conversions - Non-Brand - Inspection,USD,758.02,4334,0.4345,0.156,0.4095,407,0.3856,112,195.77,3.87,0,0,0,3,0,0,0,0,83.02,0,0,9975,1556.1,4084.7625,3,83.02,115,83,198,4.04,MAVIS,G,SEM,NB STATE INSPECTION,NB STATE INSPECTION,STATE INSPECTION,NEW YORK - LONG ISLAND,STATE INSPECTION
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_CP_NEW YORK - LONG ISLAND_COMPETITORS,MAVIS - New York - Long Island 2 - Maximize Conversions - Competitors,USD,531.58,4280,0.5096,0.1367,0.3538,206,0.2613,69,85.25,6.24,0,0,0,0,0,0,0,0,4.92,0,0,8399,1148.1433,2971.5662,0,4.92,69,5,74,5.74,MAVIS,G,SEM,CP,CP,CP,NEW YORK - LONG ISLAND,COMPETITORS
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_BR_GULF STATES_BRAND ONLY,MAVIS - Gulf States - Maximize Conversions - Brand,USD,1228.22,4260,0.8644,0,0.1356,1132,0.658,379,444.5,2.76,0,0,0,13.5,0,0,0,0,100.32,0,0,4928,0,668.2368,13.5,100.32,393,100,493,2.25,MAVIS,G,SEM,BR,BR,BR,GULF STATES,BRAND ONLY
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB OIL CHANGE_NEW YORK - LONG ISLAND_OIL CHANGE,MAVIS - New York - Long Island - Maximize Conversions - Non-Brand - Oil Change,USD,621.89,4131,0.4212,0.0329,0.5459,272,0.2799,60,103.33,6.02,0,0,0,8.67,0,0,0,0,33.17,0,0,9808,322.6832,5354.1872,8.67,33.17,69,33,102,5.1,MAVIS,G,SEM,NB OIL CHANGE,NB OIL CHANGE,OIL CHANGE,NEW YORK - LONG ISLAND,OIL CHANGE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB SERVICE_NEW YORK - HUDSON VALLEY_BRAKES,MAVIS - New York - Hudson Valley - Maximize Conversions - Non-Brand - Brakes,USD,901.86,3968,0.2645,0,0.7355,320,0.3316,27,57.79,15.6,0,0,0,6.5,0,0,0,0,18.62,0,0,15002,0,11033.971000000001,6.5,18.62,34,19,52,11.5,MAVIS,G,SEM,NB BRAKES,NB SERVICE,BRAKES,NEW YORK - HUDSON VALLEY,BRAKES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB TIRES_NEW JERSEY_WINTER TIRES,MAVIS - New Jersey 2 - Maximize Conversions - Non-Brand - Tires,USD,387.77,3870,0.3356,0,0.6644,261,0.2884,2,49.55,7.83,0,0,0,3,0,0,0,0,4.48,0,0,11532,0,7661.8607999999995,3,4.48,5,4,9,4,MAVIS,G,SEM,NB TIRES,NB TIRES,WINTER TIRES,NEW JERSEY,TIRES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_BR_GULF STATES_BRAND+,MAVIS - Gulf States - Maximize Conversions - Brand,USD,1550.42,3724,0.9101,0,0.0899,1083,0.6455,452,497.81,3.11,0,0,0,19.5,0,0,0,0,70.67,0,0,4092,0,367.8708,19.5,70.67,472,71,542,2.25,MAVIS,G,SEM,BR,BR,BR,GULF STATES,BRAND+
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_BR_MASSACHUSETTS_BRAND ONLY,MAVIS - Massachusetts 2 - Maximize Conversions - Brand,USD,1388.44,3636,0.7639,0.1051,0.131,1059,0.5869,360,432.78,3.21,0,0,0,11.83,0,0,0,0,97.74,0,0,4760,500.276,623.5600000000001,11.83,97.74,372,98,470,2.5,MAVIS,G,SEM,BR,BR,BR,MASSACHUSETTS,BRAND ONLY
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_CP_GULF STATES_COMPETITORS,MAVIS - Gulf States - Maximize Conversions - Competitors,USD,427.82,3563,0.4083,0,0.5917,187,0.2589,75,83.66,5.11,0,0,0,0.33,0,0,0,0,6.67,0,0,8726,0,5163.1742,0.33,6.67,75,7,82,5,MAVIS,G,SEM,CP,CP,CP,GULF STATES,COMPETITORS
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,TUF_G_SEM_NB SERVICE_NATIONAL_TIRE SERVICE,TUF 2 - National - Maximize Conversions - Non-Brand - Services,USD,362.74,3454,0.326,0,0.674,256,0.2519,88,102.41,3.54,0,0,0,4.67,0,0,0,0,18.33,0,0,10595,0,7141.030000000001,4.67,18.33,93,18,111,3.25,TUF,G,SEM,NB TIRE SERVICE,NB SERVICE,TIRE SERVICE,NATIONAL,TIRE SERVICE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB SERVICE_NEW YORK - WEST CENTRAL_AUTO SERVICE,MAVIS - New York - West Central - Maximize Conversions - Non-Brand - Auto Service,USD,269.6,3305,0.2446,0.0127,0.7428,163,0.1955,80,83.49,3.23,0,0,0,2,0,0,0,0,6.5,0,0,13512,171.6024,10036.713600000001,2,6.5,82,7,89,2.55,MAVIS,G,SEM,NB AUTO SERVICE,NB SERVICE,AUTO SERVICE,NEW YORK - WEST CENTRAL,AUTO SERVICE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_BR_TEXAS_BRAND+,MAVIS - TEXAS - Maximize Conversions - Brand,USD,1944.58,3165,0.7958,0.1275,0.0767,1020,0.5311,351,372.19,5.22,0,0,0,9,0,0,0,0,56.72,0,0,3977,507.0675,305.0359,9,56.72,360,57,417,4.3,0,0,0,0,0,0,0,0
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_BR_ILLINOIS_BRAND+,MAVIS - Illinois 2 - Maximize Conversions - Brand,USD,1806.03,3052,0.7751,0.1224,0.1025,827,0.5863,295,322.97,5.59,0,0,0,9.25,0,0,0,0,54.57,0,0,3938,482.0112,403.645,9.25,54.57,304,55,359,4,MAVIS,G,SEM,BR,BR,BR,ILLINOIS,BRAND+
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_CP_MASSACHUSETTS_COMPETITORS,MAVIS - Massachusetts 2 - Maximize Conversions - Competitors,USD,198.72,3048,0.2788,0,0.7212,117,0.1419,30,46.63,4.26,0,0,0,0,0,0,0,0,3.75,0,0,10933,0,7884.879599999999,0,3.75,30,4,34,3.5,MAVIS,G,SEM,CP,CP,CP,MASSACHUSETTS,COMPETITORS
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_CP_TEXAS_FIRESTONE,MAVIS - TEXAS - Maximize Conversions - Competitors,USD,324.28,2946,0.4252,0,0.5748,125,0.1932,50,36.83,8.8,0,0,0,1,0,0,0,0,2,0,0,6929,0,3982.7891999999997,1,2,51,2,53,4.5,0,0,0,0,0,0,0,0
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB SERVICE_NEW YORK - HUDSON VALLEY_AUTO SERVICE,MAVIS - New York - Hudson Valley - Maximize Conversions - Non-Brand - Auto Service,USD,192.5,2876,0.1866,0.1467,0.6667,124,0.1632,39,35.92,5.36,0,0,0,0,0,0,0,0,1.5,0,0,15413,2261.0870999999997,10275.847099999999,0,1.5,39,2,41,3,MAVIS,G,SEM,NB AUTO SERVICE,NB SERVICE,AUTO SERVICE,NEW YORK - HUDSON VALLEY,AUTO SERVICE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB SERVICE_MASSACHUSETTS_BRAKES,MAVIS - Massachusetts 2 - Maximize Conversions - Non-Brand - Brakes,USD,509.61,2676,0.2352,0,0.7648,183,0.2588,40,57.01,8.94,0,0,0,7,0,0,0,0,10,0,0,11378,0,8701.894400000001,7,10,47,10,57,8.5,MAVIS,G,SEM,NB BRAKES,NB SERVICE,BRAKES,MASSACHUSETTS,BRAKES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB SERVICE_MASSACHUSETTS_AUTO SERVICE,MAVIS - Massachusetts 2 - Maximize Conversions - Non-Brand - Auto Service,USD,107.17,2599,0.1658,0,0.8342,110,0.1457,35,34.4,3.12,0,0,0,0,0,0,0,0,0,0,0,15676,0,13076.9192,0,0,35,0,35,2.75,MAVIS,G,SEM,NB AUTO SERVICE,NB SERVICE,AUTO SERVICE,MASSACHUSETTS,AUTO SERVICE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_BR_MASSACHUSETTS_BRAND+,MAVIS - Massachusetts 2 - Maximize Conversions - Brand,USD,1071.93,2506,0.8852,0,0.1148,727,0.6464,282,318.5,3.37,0,0,0,11.17,0,0,0,0,55.83,0,0,2831,0,324.9988,11.17,55.83,293,56,349,2.5,MAVIS,G,SEM,BR,BR,BR,MASSACHUSETTS,BRAND+
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_CP_NEW YORK - HUDSON VALLEY_COMPETITORS,MAVIS - New York - Hudson Valley - Maximize Conversions - Competitors,USD,189.94,2495,0.3931,0,0.6069,132,0.2314,52,65.65,2.89,0,0,0,3.33,0,0,0,0,6.33,0,0,6347,0,3851.9943,3.33,6.33,55,6,62,2.8,MAVIS,G,SEM,CP,CP,CP,NEW YORK - HUDSON VALLEY,COMPETITORS
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB OIL CHANGE_NEW YORK - NYC BOROUGHS_OIL CHANGE,MAVIS - New York - NYC Boroughs - Maximize Conversions - Non-Brand - Oil Change,USD,224.19,2473,0.3495,0.2051,0.4454,144,0.2383,24,43.17,5.19,0,0,0,4,0,0,0,0,14,0,0,7076,1451.2876,3151.6504,4,14,28,14,42,4.75,MAVIS,G,SEM,NB OIL CHANGE,NB OIL CHANGE,OIL CHANGE,NEW YORK - NYC BOROUGHS,OIL CHANGE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_BR_NEW YORK - NYC BOROUGHS_BRAND+,MAVIS - New York - NYC Boroughs 2 - Maximize Conversions - Brand,USD,631.09,2335,0.8392,0,0.1608,488,0.6482,194,206.68,3.05,0,0,0,13.92,0,0,0,0,24.83,0,0,2782,0,447.3456,13.92,24.83,208,25,233,2.5,MAVIS,G,SEM,BR,BR,BR,NEW YORK - NYC BOROUGHS,BRAND+
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_BR_NEW YORK - HUDSON VALLEY_BRAND+TIRES,MAVIS - New York - Hudson Valley - Maximize Conversions - Brand,USD,876.39,2286,0.7374,0.0271,0.2355,511,0.5953,173,210.56,4.16,0,0,0,9.5,0,0,0,0,50.37,0,0,3100,84.00999999999999,730.05,9.5,50.37,183,50,233,3.5,MAVIS,G,SEM,BR,BR,BR,NEW YORK - HUDSON VALLEY,BRAND+TIRES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_CP_NEW YORK - NYC BOROUGHS_COMPETITORS,MAVIS - New York - NYC Boroughs 2 - Maximize Conversions - Competitors,USD,100.69,2271,0.2526,0,0.7474,84,0.1477,16,27.65,3.64,0,0,0,0,0,0,0,0,0.5,0,0,8990,0,6719.125999999999,0,0.5,16,1,17,2,MAVIS,G,SEM,CP,CP,CP,NEW YORK - NYC BOROUGHS,COMPETITORS
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_BR_GEORGIA_BRAND+SERVICES,MAVIS - Georgia 2 - Maximize Conversions - Brand,USD,414.81,2145,0.7789,0,0.2211,406,0.5308,84,120.71,3.44,0,0,0,7,0,0,0,0,37.3,0,0,2754,0,608.9094,7,37.3,91,37,128,2,MAVIS,G,SEM,BR,BR,BR,GEORGIA,BRAND+SERVICES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,TUF_G_SEM_NB SERVICE_NATIONAL_BRAKES,TUF 2 - National - Maximize Conversions - Non-Brand - Brakes,USD,298.39,2093,0.2687,0,0.7313,134,0.2302,41,45,6.63,0,0,0,3,0,0,0,0,3,0,0,7789,0,5696.0957,3,3,44,3,47,5,TUF,G,SEM,NB BRAKES,NB SERVICE,BRAKES,NATIONAL,BRAKES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_BR_PENNSYLVANIA_BRAND+TIRES,MAVIS - Pennsylvania 2 - Maximize Conversions - Brand,USD,754.08,2044,0.8504,0,0.1496,621,0.6474,164,219.04,3.44,0,0,0,8,0,0,0,0,56.22,0,0,2404,0,359.63840000000005,8,56.22,172,56,228,2.3,MAVIS,G,SEM,BR,BR,BR,PENNSYLVANIA,BRAND+TIRES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB SERVICE_GULF STATES_AUTO SERVICE,MAVIS - Gulf States - Maximize Conversions - Non-Brand - Auto Service,USD,207.24,1987,0.1331,0.7262,0.1408,83,0.05,23,18.5,11.2,0,0,0,0,0,0,0,0,0,0,0,14929,10841.4398,2102.0032,0,0,23,0,23,6.5,MAVIS,G,SEM,NB AUTO SERVICE,NB SERVICE,AUTO SERVICE,GULF STATES,AUTO SERVICE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_CP_GULF STATES_DISCOUNT TIRE,MAVIS - Gulf States - Maximize Conversions - Competitors,USD,226.51,1920,0.5335,0,0.4665,106,0.287,30,43.52,5.2,0,0,0,5,0,0,0,0,0.58,0,0,3599,0,1678.9335,5,0.58,35,1,36,5,MAVIS,G,SEM,CP,CP,CP,GULF STATES,DISCOUNT TIRE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB TIRES_NEW YORK - WEST CENTRAL_WINTER TIRES,MAVIS - New York - West Central - Maximize Conversions - Non-Brand - Tires,USD,172.7,1827,0.2801,0,0.7199,108,0.2278,3,24.34,7.1,0,0,0,0,0,0,0,0,2.4,0,0,6523,0,4695.9077,0,2.4,3,2,5,4.25,MAVIS,G,SEM,NB TIRES,NB TIRES,WINTER TIRES,NEW YORK - WEST CENTRAL,TIRES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_BR_FLORIDA_BRAND+SERVICES,MAVIS - Florida 2 - Maximize Conversions - Brand,USD,995,1723,0.5021,0.4598,0.0381,463,0.3674,109,129.9,7.66,0,0,0,3,0,0,0,0,36.19,0,0,3432,1578.0336,130.7592,3,36.19,112,36,148,4,MAVIS,G,SEM,BR,BR,BR,FLORIDA,BRAND+SERVICES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB OIL CHANGE_MASSACHUSETTS_OIL CHANGE,MAVIS - Massachusetts - Maximize Conversions Non-Brand - Oil Change,USD,101.03,1667,0.1253,0,0.8747,70,0.05,12,20.5,4.93,0,0,0,0,0,0,0,0,8.5,0,0,13304,0,11637.0088,0,8.5,12,9,21,4,MAVIS,G,SEM,NB OIL CHANGE,NB OIL CHANGE,OIL CHANGE,MASSACHUSETTS,OIL CHANGE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_CP_GULF STATES_FIRESTONE,MAVIS - Gulf States - Maximize Conversions - Competitors,USD,312.68,1665,0.4172,0,0.5828,133,0.2532,58,44.97,6.95,0,0,0,0.99,0,0,0,0,0,0,0,3991,0,2325.9548,0.99,0,59,0,59,5,MAVIS,G,SEM,CP,CP,CP,GULF STATES,FIRESTONE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB TIRES_NEW YORK - NYC BOROUGHS_WINTER TIRES,MAVIS - New York - NYC Boroughs 2 - Maximize Conversions - Non-Brand - Tires,USD,99.47,1657,0.1898,0.0069,0.8033,80,0.1586,6,19.21,5.18,0,0,0,1,0,0,0,0,3,0,0,8730,60.237,7012.809,1,3,7,3,10,3.5,MAVIS,G,SEM,NB TIRES,NB TIRES,WINTER TIRES,NEW YORK - NYC BOROUGHS,TIRES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB TIRES_NEW YORK - LONG ISLAND_WINTER TIRES,MAVIS - New York - Long Island 2 - Maximize Conversions - Non-Brand - Tires,USD,293.34,1497,0.419,0.0286,0.5524,129,0.3274,23,35.85,8.18,0,0,0,1.24,0,0,0,0,2.33,0,0,3573,102.1878,1973.7252,1.24,2.33,24,2,27,6,MAVIS,G,SEM,NB TIRES,NB TIRES,WINTER TIRES,NEW YORK - LONG ISLAND,TIRES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_CP_ALABAMA_DISCOUNT TIRE,MAVIS - Alabama - Maximize Conversions - Competitors,USD,127.98,1490,0.4172,0,0.5828,65,0.2282,13,17.83,7.18,0,0,0,1,0,0,0,0,0,0,0,3571,0,2081.1788,1,0,14,0,14,5,MAVIS,G,SEM,CP,CP,0,ALABAMA,DISCOUNT TIRE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB SERVICE_NEW YORK - LONG ISLAND_BRAKES,MAVIS - New York - Long Island 2 - Maximize Conversions - Non-Brand - Brakes,USD,226.69,1480,0.2048,0.1462,0.6491,112,0.2154,10,20.62,10.99,0,0,0,1.17,0,0,0,0,6.5,0,0,7227,1056.5874,4691.0457,1.17,6.5,11,7,18,8.5,MAVIS,G,SEM,NB BRAKES,NB SERVICE,BRAKES,NEW YORK - LONG ISLAND,BRAKES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_BR_PENNSYLVANIA_BRAND+SERVICES,MAVIS - Pennsylvania 2 - Maximize Conversions - Brand,USD,270.67,1337,0.7554,0,0.2446,245,0.5196,29,72.13,3.75,0,0,0,5.5,0,0,0,0,39.17,0,0,1770,0,432.942,5.5,39.17,35,39,74,2.3,MAVIS,G,SEM,BR,BR,BR,PENNSYLVANIA,BRAND+SERVICES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,JWT_G_SEM_TM_PENNSYLVANIA_CORE_EX,JWT - Pennsylvania - Maximize Conversions (tCPA) - Trademark - Exact,USD,647.6,1267,0.9602,0,0.0398,298,0.7128,78,105.2,6.16,0,0,0,3,0,0,0,0,32.17,0,0,1320,0,52.536,3,32.17,81,32,113,6,JWT,G,SEM,BR,BR,BR,PENNSYLVANIA,CORE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_BR_SOUTH CAROLINAS_BRAND+SERVICES,MAVIS - South Carolinas 2 - Maximize Conversions - Brand,USD,334.77,1176,0.8017,0.0493,0.149,237,0.5296,38,65.81,5.09,0,0,0,3,0,0,0,0,25.75,0,0,1467,72.3231,218.583,3,25.75,41,26,67,3.5,MAVIS,G,SEM,BR,BR,0,SOUTH CAROLINA,BRAND+SERVICES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,TUF_G_SEM_CP_NATIONAL_DISCOUNT TIRE,TUF 2 - National - Maximize Conversions - Competitors,USD,69.16,1163,0.3153,0,0.6847,40,0.1303,20,18,3.84,0,0,0,0,0,0,0,0,0,0,0,3689,0,2525.8583,0,0,20,0,20,4,TUF,G,SEM,CP,CP,CP,NATIONAL,DISCOUNT TIRE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,ADT_G_SEM_CP_NEW YORK_COMPETITORS,ADT - New York - Maximize Conversions - Competitors,USD,216.61,1154,0.562,0,0.438,66,0.3402,7,18.42,11.76,0,0,0,1,0,0,0,0,2.68,0,0,2053,0,899.214,1,2.68,8,3,11,10.84,ADT,G,SEM,CP,CP,0,NEW YORK,COMPETITORS
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_BR_NEW YORK - HUDSON VALLEY_BRAND+SERVICES,MAVIS - New York - Hudson Valley - Maximize Conversions - Brand,USD,158.49,1103,0.7773,0,0.2227,163,0.5193,7,41.13,3.85,0,0,0,3.63,0,0,0,0,30,0,0,1419,0,316.0113,3.63,30,11,30,41,3.5,MAVIS,G,SEM,BR,BR,BR,NEW YORK - HUDSON VALLEY,BRAND+SERVICES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_BR_FLORIDA_BRAND+TIRES,MAVIS - Florida 2 - Maximize Conversions - Brand,USD,453.16,1080,0.4335,0.4748,0.0917,244,0.3325,51,68.16,6.65,0,0,0,2,0,0,0,0,22.99,0,0,2491,1182.7268,228.4247,2,22.99,53,23,76,4,MAVIS,G,SEM,BR,BR,BR,FLORIDA,BRAND+TIRES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_BR_NEW YORK - LONG ISLAND_BRAND+TIRES,MAVIS - New York - Long Island 2 - Maximize Conversions - Brand,USD,380.92,1049,0.759,0.1025,0.1385,215,0.565,33,45.56,8.36,0,0,0,3,0,0,0,0,11.9,0,0,1382,141.655,191.407,3,11.9,36,12,48,5.25,MAVIS,G,SEM,BR,BR,BR,NEW YORK - LONG ISLAND,BRAND+TIRES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_BR_NEW JERSEY_BRAND+SERVICES,MAVIS - New Jersey 2 - Maximize Conversions - Brand,USD,131.13,1049,0.7215,0,0.2785,179,0.4581,8,37.05,3.54,0,0,0,2.75,0,0,0,0,23.93,0,0,1454,0,404.939,2.75,23.93,11,24,35,2.5,MAVIS,G,SEM,BR,BR,BR,NEW JERSEY,BRAND+SERVICES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_BR_NORTH CAROLINAS_BRAND+SERVICES,MAVIS - North Carolinas 2 - Maximize Conversions - Brand,USD,311.65,1042,0.7456,0.1209,0.1335,232,0.5315,59,67.57,4.61,0,0,0,0,0,0,0,0,16.33,0,0,1398,169.01819999999998,186.633,0,16.33,59,16,75,3.5,MAVIS,G,SEM,BR,BR,0,NORTH CAROLINA,BRAND+SERVICES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_BR_NEW YORK - WEST CENTRAL_BRAND+TIRES,MAVIS - New York - West Central - Maximize Conversions - Brand,USD,601.64,1022,0.5837,0.2975,0.1188,272,0.4467,88,100.93,5.96,0,0,0,3.33,0,0,0,0,22.17,0,0,1751,520.9225,208.0188,3.33,22.17,91,22,114,4.5,MAVIS,G,SEM,BR,BR,BR,NEW YORK - WEST CENTRAL,BRAND+TIRES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_CP_ALABAMA_FIRESTONE,MAVIS - Alabama - Maximize Conversions - Competitors,USD,212.47,954,0.5015,0.0226,0.476,88,0.2127,33,32,6.64,0,0,0,2,0,0,0,0,0,0,0,1902,42.9852,905.352,2,0,35,0,35,5,MAVIS,G,SEM,CP,CP,0,ALABAMA,FIRESTONE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MELVIN_G_SEM_BR_RHODE ISLAND_BRAND ONLY,MELVIN 2 - Rhode Island Maximize Conversions - Brand,USD,752.46,939,0.9106,0,0.0894,261,0.6866,131,145.06,5.19,0,0,0,1.5,0,0,0,0,20,0,0,1031,0,92.17139999999999,1.5,20,133,20,153,4.5,MELVIN,G,SEM,BR,BR,BR,RHODE ISLAND,BRAND ONLY
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB SERVICE_NEW YORK - NYC BOROUGHS_AUTO SERVICE,MAVIS - New York - NYC Boroughs 2 - Maximize Conversions - Non-Brand - Auto Service,USD,18.1,935,0.1546,0,0.8454,23,0.05,7,6.33,2.86,0,0,0,0,0,0,0,0,0,0,0,6048,0,5112.979200000001,0,0,7,0,7,2.5,MAVIS,G,SEM,NB AUTO SERVICE,NB SERVICE,AUTO SERVICE,NEW YORK - NYC BOROUGHS,AUTO SERVICE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_CP_NORTH CAROLINAS_FIRESTONE,MAVIS - North Carolinas 2 - Maximize Conversions - Competitors,USD,118.15,929,0.3648,0.0019,0.6333,55,0.1466,32,30.49,3.87,0,0,0,0,0,0,0,0,0,0,0,2547,4.8393,1613.0150999999998,0,0,32,0,32,3.61,MAVIS,G,SEM,CP,CP,0,NORTH CAROLINA,FIRESTONE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_CP_GEORGIA_FIRESTONE,MAVIS - Georgia 2 - Maximize Conversions - Competitors,USD,145.04,928,0.425,0,0.575,56,0.2078,28,23,6.31,0,0,0,0,0,0,0,0,0,0,0,2184,0,1255.8,0,0,28,0,28,4,MAVIS,G,SEM,CP,CP,CP,GEORGIA,FIRESTONE
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB SERVICE_NEW YORK - NYC BOROUGHS_BRAKES,MAVIS - New York - NYC Boroughs 2 - Maximize Conversions - Non-Brand - Brakes,USD,118.79,906,0.1272,0.039,0.8338,57,0.1606,13,15.17,7.83,0,0,0,1,0,0,0,0,2.5,0,0,7123,277.797,5939.1574,1,2.5,14,3,17,4.75,MAVIS,G,SEM,NB BRAKES,NB SERVICE,BRAKES,NEW YORK - NYC BOROUGHS,BRAKES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_BR_GEORGIA_BRAND+TIRES,MAVIS - Georgia 2 - Maximize Conversions - Brand,USD,205.97,901,0.7601,0,0.2399,226,0.6084,58,69.15,2.98,0,0,0,4.5,0,0,0,0,13,0,0,1185,0,284.2815,4.5,13,63,13,76,2,MAVIS,G,SEM,BR,BR,BR,GEORGIA,BRAND+TIRES
